competition_name,gender,country,season_end_year,squad,team_or_opponent,num_players,mins_per_90,cmp_total,att_total,cmp_percent_total,tot_dist_total,prg_dist_total,cmp_short,att_short,cmp_percent_short,cmp_medium,att_medium,cmp_percent_medium,cmp_long,att_long,cmp_percent_long,ast,x_a,a_minus_x_a,kp,final_third,ppa,crs_pa,prog
Fußball-Bundesliga,M,GER,2018,vs Hertha BSC,opponent,25,34,14424,18202,79.2,280949,97997,5695,6598,86.3,6469,7530,85.9,2073,3513,59,31,30.2,0.8,318,1147,309,81,1402
Fußball-Bundesliga,M,GER,2018,vs Hoffenheim,opponent,26,34,13045,16557,78.8,262570,94581,4915,5721,85.9,5856,6849,85.5,2112,3492,60.5,32,31.1,0.9,303,912,237,67,1167
Fußball-Bundesliga,M,GER,2018,vs Köln,opponent,31,34,13699,17446,78.5,273182,97847,5231,6080,86,6180,7281,84.9,2085,3540,58.9,48,46.5,1.5,393,1138,347,95,1383
Fußball-Bundesliga,M,GER,2018,vs Leverkusen,opponent,24,34,11614,15330,75.8,237717,85769,4280,5191,82.5,5225,6270,83.3,1969,3364,58.5,33,24.8,8.2,254,813,222,56,1101
Fußball-Bundesliga,M,GER,2018,vs M'Gladbach,opponent,27,34,13371,16803,79.6,270781,93796,4988,5808,85.9,5968,6899,86.5,2215,3536,62.6,39,39.5,-0.5,385,1110,316,98,1332
Fußball-Bundesliga,M,GER,2018,vs Mainz 05,opponent,27,34,13697,17762,77.1,277193,98135,5256,6165,85.3,6004,7140,84.1,2273,3908,58.2,36,34.7,1.3,308,1011,266,72,1220
Fußball-Bundesliga,M,GER,2018,vs RB Leipzig,opponent,23,34,10856,15026,72.2,223649,84731,4060,4993,81.3,4771,5897,80.9,1875,3579,52.4,34,32,2,270,804,230,70,1048
Fußball-Bundesliga,M,GER,2018,vs Schalke 04,opponent,24,34,14220,17993,79,285646,94837,5185,6074,85.4,6642,7705,86.2,2226,3664,60.8,25,25,0,249,1015,210,64,1204
Fußball-Bundesliga,M,GER,2018,vs Stuttgart,opponent,26,34,14279,18119,78.8,290604,101167,5250,6218,84.4,6488,7619,85.2,2364,3767,62.8,24,31.3,-7.3,306,1224,270,76,1383
Fußball-Bundesliga,M,GER,2018,vs Werder Bremen,opponent,25,34,14019,17883,78.4,272236,96270,5735,6645,86.3,6016,7071,85.1,2056,3648,56.4,27,33.7,-6.7,300,1018,265,75,1229
Fußball-Bundesliga,M,GER,2018,vs Wolfsburg,opponent,29,34,13162,16852,78.1,266054,94150,4983,5832,85.4,5850,6955,84.1,2156,3592,60,31,35.2,-4.2,346,1039,292,74,1312
Serie A,M,ITA,2020,Atalanta,team,30,38,18078,21650,83.5,337955,106300,7764,8604,90.2,7753,8778,88.3,2263,3514,64.4,68,53.4,14.6,527,1296,478,111,1588
Serie A,M,ITA,2020,Bologna,team,31,38,14641,18276,80.1,283464,97450,5892,6697,88,6331,7356,86.1,2124,3490,60.9,31,36.3,-5.3,411,1183,303,73,1370
Serie A,M,ITA,2020,Brescia,team,32,38,11004,14640,75.2,220109,83474,4294,5036,85.3,4731,5709,82.9,1748,3212,54.4,22,25.4,-3.4,283,796,279,74,1143
Serie A,M,ITA,2020,Cagliari,team,33,38,13303,16870,78.9,270737,91739,5074,5728,88.6,5734,6727,85.2,2286,3827,59.7,34,28.5,5.5,331,955,256,87,1074
Serie A,M,ITA,2020,Fiorentina,team,33,38,13792,17131,80.5,272620,92084,5326,6006,88.7,6098,6973,87.5,2092,3463,60.4,30,35.6,-5.6,420,1008,315,91,1190
Serie A,M,ITA,2020,Genoa,team,34,38,14405,18085,79.7,283053,96521,5638,6353,88.7,6350,7336,86.6,2130,3654,58.3,28,25.6,2.4,291,959,297,100,1143
Serie A,M,ITA,2020,Hellas Verona,team,30,38,13381,17453,76.7,260976,89957,5434,6292,86.4,5689,6784,83.9,1976,3636,54.3,27,31.6,-4.6,326,1028,332,75,1314
Serie A,M,ITA,2020,Inter,team,29,38,17321,20754,83.5,346229,107736,6499,7221,90,7794,8865,87.9,2723,3896,69.9,57,45.5,11.5,453,1280,423,101,1578
Serie A,M,ITA,2020,Juventus,team,30,38,20306,23375,86.9,373063,113674,8926,9628,92.7,8394,9223,91,2549,3616,70.5,47,44.1,2.9,495,1556,367,79,1511
Serie A,M,ITA,2020,Lazio,team,27,38,16035,19310,83,315961,102766,6308,7058,89.4,6750,7658,88.1,2554,3756,68,45,42.2,2.8,426,1262,409,99,1458
Serie A,M,ITA,2020,Lecce,team,30,38,13757,17086,80.5,277636,94291,5220,5877,88.8,5964,6859,87,2306,3663,63,30,31.1,-1.1,380,887,348,131,1158
Serie A,M,ITA,2020,Milan,team,32,38,17281,20763,83.2,331941,107732,7078,7942,89.1,7539,8451,89.2,2339,3634,64.4,38,42.3,-4.3,469,1284,413,100,1490
Serie A,M,ITA,2020,Napoli,team,25,38,21244,24509,86.7,389911,114988,9381,10155,92.4,8870,9772,90.8,2607,3720,70.1,45,47.6,-2.6,537,1647,441,96,1689
Serie A,M,ITA,2020,Parma,team,25,38,12330,15701,78.5,265390,94529,4254,4916,86.5,5368,6295,85.3,2462,3890,63.3,38,31.2,6.8,327,888,238,52,1124
Serie A,M,ITA,2020,Roma,team,31,38,16108,19367,83.2,328727,101263,5681,6399,88.8,7654,8548,89.5,2582,3824,67.5,47,47.4,-0.4,471,1164,357,84,1317
Serie A,M,ITA,2020,Sampdoria,team,31,38,12022,15816,76,238335,86889,4839,5576,86.8,5000,6011,83.2,1916,3554,53.9,25,30.2,-5.2,388,933,301,110,1135
Serie A,M,ITA,2020,Sassuolo,team,31,38,18697,21783,85.8,332665,101032,8668,9478,91.5,7860,8667,90.7,1870,2946,63.5,49,39.5,9.5,404,1207,319,45,1266
Serie A,M,ITA,2020,SPAL,team,34,38,13452,16904,79.6,259666,93584,5691,6353,89.6,5573,6523,85.4,1964,3400,57.8,17,23.1,-6.1,335,932,235,71,1075
Serie A,M,ITA,2020,Torino,team,27,38,12628,16200,78,260723,88040,4930,5629,87.6,5174,6107,84.7,2303,3838,60,29,26.6,2.4,317,811,298,124,968
Serie A,M,ITA,2020,Udinese,team,25,38,13535,17002,79.6,266038,92906,5419,6062,89.4,5816,6802,85.5,2042,3463,59,26,30.5,-4.5,362,923,288,106,1130
Serie A,M,ITA,2020,vs Atalanta,opponent,30,38,12593,16295,77.3,247143,94031,5135,5841,87.9,5186,6151,84.3,1966,3539,55.6,30,27.4,2.6,285,840,204,50,1041
Serie A,M,ITA,2020,vs Bologna,opponent,31,38,12998,16722,77.7,255665,95039,5257,6064,86.7,5479,6451,84.9,1996,3474,57.5,40,35,5,393,1025,332,76,1231
Serie A,M,ITA,2020,vs Brescia,opponent,32,38,18200,21739,83.7,350349,113507,7516,8296,90.6,7689,8700,88.4,2624,3929,66.8,55,54.1,0.9,531,1374,476,129,1605
Serie A,M,ITA,2020,vs Cagliari,opponent,33,38,16645,20062,83,329216,106305,6623,7396,89.5,7193,8104,88.8,2573,3885,66.2,35,37.7,-2.7,435,1286,411,119,1472
Serie A,M,ITA,2020,vs Fiorentina,opponent,33,38,15394,18910,81.4,298713,95356,6173,6886,89.6,6761,7743,87.3,2199,3587,61.3,31,29.9,1.1,303,1116,286,74,1267
Serie A,M,ITA,2020,vs Genoa,opponent,34,38,15050,18570,81,292412,99687,6093,6850,88.9,6392,7402,86.4,2251,3562,63.2,52,37.1,14.9,446,1115,387,106,1381
Serie A,M,ITA,2020,vs Hellas Verona,opponent,30,38,13820,17754,77.8,272373,99205,5499,6393,86,5938,6974,85.1,2096,3688,56.8,31,35.6,-4.6,449,1049,394,106,1316
Serie A,M,ITA,2020,vs Inter,opponent,29,38,14491,17793,81.4,282791,89099,5970,6645,89.8,6022,6946,86.7,2232,3545,63,24,25.8,-1.8,323,980,280,83,1036
Serie A,M,ITA,2020,vs Juventus,opponent,30,38,13641,16834,81,268960,83807,5623,6255,89.9,5595,6419,87.2,2159,3493,61.8,26,25.4,0.6,336,835,253,81,964
Serie A,M,ITA,2020,vs Lazio,opponent,27,38,16002,19208,83.3,307927,96718,6605,7344,89.9,6760,7639,88.5,2330,3511,66.4,28,32.8,-4.8,387,1106,312,73,1274
Serie A,M,ITA,2020,vs Lecce,opponent,30,38,17952,21278,84.4,343727,109593,7328,8053,91,7842,8746,89.7,2446,3744,65.3,51,57.2,-6.2,519,1442,446,116,1587
Serie A,M,ITA,2020,vs Milan,opponent,32,38,13335,16938,78.7,261078,89521,5420,6130,88.4,5657,6651,85.1,1990,3411,58.3,27,26.3,0.7,314,926,242,63,1119
Serie A,M,ITA,2020,vs Napoli,opponent,25,38,13763,16891,81.5,268098,88962,5464,6120,89.3,6086,6871,88.6,1960,3268,60,33,23.7,9.3,303,832,242,76,951
Serie A,M,ITA,2020,vs Parma,opponent,25,38,17053,20432,83.5,327457,104803,6930,7743,89.5,7413,8361,88.7,2386,3586,66.5,38,41.4,-3.4,518,1371,444,119,1584
Serie A,M,ITA,2020,vs Roma,opponent,31,38,14102,17392,81.1,277327,92049,5558,6165,90.2,6274,7156,87.7,2022,3429,59,33,30.5,2.5,322,855,240,52,1054
Serie A,M,ITA,2020,vs Sampdoria,opponent,31,38,17562,21281,82.5,342419,104526,6893,7648,90.1,7934,8990,88.3,2467,3921,62.9,41,33.4,7.6,359,1211,344,104,1438
Serie A,M,ITA,2020,vs Sassuolo,opponent,31,38,12952,16170,80.1,254869,90969,5102,5784,88.2,5707,6582,86.7,1906,3140,60.7,40,42.4,-2.4,389,909,326,101,1173
Serie A,M,ITA,2020,vs SPAL,opponent,34,38,15759,19172,82.2,308358,98872,6323,7010,90.2,6820,7777,87.7,2344,3750,62.5,48,47.2,0.8,473,1183,362,109,1390
Serie A,M,ITA,2020,vs Torino,opponent,27,38,14302,18054,79.2,280111,98930,5774,6604,87.4,6040,7126,84.8,2208,3582,61.6,41,41.8,-0.8,448,1082,356,82,1313
Serie A,M,ITA,2020,vs Udinese,opponent,25,38,17706,21180,83.6,346206,105976,7030,7783,90.3,7654,8655,88.4,2681,3952,67.8,29,33.1,-4.1,420,1462,360,90,1525
Serie A,M,ITA,2019,Atalanta,team,27,38,18178,22052,82.4,345298,110648,7446,8452,88.1,8140,9284,87.7,2343,3658,64.1,60,50.1,9.9,493,1326,474,100,1690
Serie A,M,ITA,2019,Bologna,team,29,38,12116,16034,75.6,244448,93105,4699,5479,85.8,5218,6375,81.9,2021,3599,56.2,35,30.7,4.3,344,970,265,90,1179
Serie A,M,ITA,2019,Cagliari,team,30,38,14565,18872,77.2,286422,107492,6080,6993,86.9,5912,7115,83.1,2332,4103,56.8,27,27.4,-0.4,306,1006,310,87,1238
Serie A,M,ITA,2019,Chievo,team,36,38,12555,16534,75.9,256489,95611,4731,5522,85.7,5503,6641,82.9,2158,3831,56.3,17,23,-6,284,908,253,101,1082
Serie A,M,ITA,2019,Empoli,team,29,38,14685,18406,79.8,291865,99453,5623,6392,88,6660,7731,86.1,2234,3739,59.7,36,33.9,2.1,323,1207,340,63,1389
Serie A,M,ITA,2019,Fiorentina,team,27,38,13356,17251,77.4,273975,93697,4655,5517,84.4,6388,7498,85.2,2159,3752,57.5,24,33.7,-9.7,425,1092,312,89,1374
Serie A,M,ITA,2019,Frosinone,team,33,38,11524,15516,74.3,231244,86911,4456,5238,85.1,5035,6053,83.2,1856,3665,50.6,21,24.7,-3.7,310,788,249,124,991
Serie A,M,ITA,2019,Genoa,team,31,38,11178,15296,73.1,228852,87714,4358,5182,84.1,4764,5839,81.6,1905,3784,50.3,26,27.2,-1.2,365,986,330,96,1163
Serie A,M,ITA,2019,Inter,team,23,38,19559,23407,83.6,377028,119426,7867,8732,90.1,8682,9878,87.9,2776,4169,66.6,36,44.4,-8.4,471,1487,451,160,1596
Serie A,M,ITA,2019,Juventus,team,31,38,18393,21842,84.2,371028,109670,7003,7778,90,8243,9197,89.6,2976,4328,68.8,44,37,7,453,1427,397,125,1431
Serie A,M,ITA,2019,Lazio,team,30,38,15879,19761,80.4,301275,105137,6814,7747,88,6546,7692,85.1,2250,3655,61.6,35,38.9,-3.9,465,1305,415,90,1596
Serie A,M,ITA,2019,Milan,team,23,38,17532,20973,83.6,341010,110685,6891,7627,90.4,8042,9020,89.2,2414,3785,63.8,35,34.8,0.2,445,1318,383,103,1477
Serie A,M,ITA,2019,Napoli,team,26,38,21121,24768,85.3,395686,119057,9236,10175,90.8,8828,9808,90,2802,4160,67.4,54,53.8,0.2,554,1773,442,91,1834
Serie A,M,ITA,2019,Parma,team,31,38,9996,13626,73.4,211889,84907,3681,4382,84,4286,5259,81.5,1892,3491,54.2,22,22.4,-0.4,235,775,178,44,935
Serie A,M,ITA,2019,Roma,team,26,38,15367,19067,80.6,304684,112087,6080,6880,88.4,6711,7821,85.8,2403,3826,62.8,41,43.3,-2.3,467,1251,384,119,1544
Serie A,M,ITA,2019,Sampdoria,team,24,38,17188,21150,81.3,311279,105050,7657,8618,88.8,7207,8351,86.3,2046,3460,59.1,41,31.8,9.2,329,1266,359,91,1523
Serie A,M,ITA,2019,Sassuolo,team,29,38,16500,20036,82.4,311173,101495,6879,7682,89.5,7250,8228,88.1,2143,3510,61.1,33,31,2,357,1171,278,67,1249
Serie A,M,ITA,2019,SPAL,team,28,38,14319,17861,80.2,268760,96183,6299,7065,89.2,5935,6889,86.2,1914,3359,57,30,23.4,6.6,334,926,255,119,1040
Serie A,M,ITA,2019,Torino,team,25,38,12929,17023,76,264002,94180,4905,5758,85.2,5502,6711,82,2254,3889,58,31,33.7,-2.7,374,942,328,123,1164
Serie A,M,ITA,2019,Udinese,team,32,38,11292,14879,75.9,229439,84279,4417,5167,85.5,4788,5791,82.7,1916,3402,56.3,30,27.2,2.8,337,774,237,76,994
Serie A,M,ITA,2019,vs Atalanta,opponent,27,38,12439,16475,75.5,243932,93967,5167,6004,86.1,5085,6216,81.8,1978,3641,54.3,28,27.5,0.5,287,930,237,85,1128
Serie A,M,ITA,2019,vs Bologna,opponent,29,38,15967,19818,80.6,318828,108121,6208,7056,88,7073,8221,86,2516,3989,63.1,40,30.8,9.2,394,1321,334,90,1453
Serie A,M,ITA,2019,vs Cagliari,opponent,30,38,15005,18999,79,305537,103947,5672,6527,86.9,6600,7717,85.5,2536,4167,60.9,34,38.2,-4.2,438,1129,395,127,1347
Serie A,M,ITA,2019,vs Chievo,opponent,36,38,17776,21845,81.4,350781,113946,6963,7923,87.9,7900,9072,87.1,2684,4233,63.4,54,44.1,9.9,425,1314,394,96,1543
Serie A,M,ITA,2019,vs Empoli,opponent,29,38,16604,20123,82.5,319399,108249,6717,7458,90.1,7338,8359,87.8,2334,3750,62.2,51,42.5,8.5,477,1343,383,118,1541
Serie A,M,ITA,2019,vs Fiorentina,opponent,27,38,12954,17080,75.8,249961,93565,5379,6238,86.2,5466,6703,81.5,1922,3558,54,32,28.6,3.4,322,947,258,77,1212
Serie A,M,ITA,2019,vs Frosinone,opponent,33,38,18544,22326,83.1,350074,112125,7836,8775,89.3,8025,9145,87.8,2452,3828,64.1,50,43.6,6.4,473,1428,399,89,1602
Serie A,M,ITA,2019,vs Genoa,opponent,31,38,16294,20254,80.4,324016,110510,6209,7123,87.2,7361,8523,86.4,2517,4055,62.1,40,35.8,4.2,379,1207,367,113,1404
Serie A,M,ITA,2019,vs Inter,opponent,23,38,12307,15839,77.7,247854,89190,4831,5530,87.4,5368,6329,84.8,1947,3467,56.2,22,26.2,-4.2,308,842,286,103,1093
Serie A,M,ITA,2019,vs Juventus,opponent,31,38,13735,17202,79.8,260296,88724,5986,6700,89.3,5712,6674,85.6,1857,3292,56.4,19,23.3,-4.3,308,1007,227,70,1060
Serie A,M,ITA,2019,vs Lazio,opponent,30,38,15329,19136,80.1,296504,97824,6258,7082,88.4,6613,7707,85.8,2256,3773,59.8,25,27.3,-2.3,327,1048,265,77,1228
Serie A,M,ITA,2019,vs Milan,opponent,23,38,14355,17863,80.4,278651,97144,5834,6592,88.5,6293,7218,87.2,2005,3433,58.4,21,28,-7,345,1138,315,97,1284
Serie A,M,ITA,2019,vs Napoli,opponent,26,38,13859,17352,79.9,270409,102440,5763,6478,89,5883,6902,85.2,2043,3459,59.1,28,23.6,4.4,315,872,275,100,1087
Serie A,M,ITA,2019,vs Parma,opponent,31,38,18652,22492,82.9,357071,112950,7470,8404,88.9,8446,9534,88.6,2498,3934,63.5,38,43.3,-5.3,564,1658,498,137,1841
Serie A,M,ITA,2019,vs Roma,opponent,26,38,14378,18230,78.9,273550,95694,6068,6805,89.2,6139,7240,84.8,1953,3619,54,34,36.7,-2.7,408,967,314,91,1214
Serie A,M,ITA,2019,vs Sampdoria,opponent,24,38,13443,17316,77.6,278293,92110,5112,5939,86.1,5723,6741,84.9,2422,4087,59.3,27,33.5,-6.5,366,958,343,120,1070
Serie A,M,ITA,2019,vs Sassuolo,opponent,29,38,13699,17276,79.3,271854,93703,5351,6144,87.1,5996,6983,85.9,2137,3568,59.9,38,36.9,1.1,352,1078,338,94,1226
Serie A,M,ITA,2019,vs SPAL,opponent,28,38,14097,17737,79.5,281676,98857,5395,6187,87.2,6260,7275,86,2263,3710,61,38,31.7,6.3,397,1176,344,70,1359
Serie A,M,ITA,2019,vs Torino,opponent,25,38,11942,16282,73.3,240222,94002,4758,5751,82.7,4985,6162,80.9,2003,3675,54.5,23,33,-10,349,935,276,84,1167
Serie A,M,ITA,2019,vs Udinese,opponent,32,38,16853,20709,81.4,326938,109719,6800,7670,88.7,7374,8460,87.2,2471,3927,62.9,36,38.1,-2.1,437,1400,392,120,1630
Serie A,M,ITA,2018,Atalanta,team,25,38,16813,20966,80.2,337538,111390,6204,7232,85.8,7730,9016,85.7,2645,4112,64.3,38,43.4,0.6,435,1376,464,93,1700
Serie A,M,ITA,2018,Benevento,team,41,38,14168,17812,79.5,279120,92879,5628,6423,87.6,6292,7265,86.6,2098,3659,57.3,23,27.6,-2.6,339,937,213,76,1040
Serie A,M,ITA,2018,Bologna,team,30,38,13638,17602,77.5,276434,100889,5351,6247,85.7,5733,6803,84.3,2324,3954,58.8,18,23.2,-1.2,239,964,247,60,1136
Serie A,M,ITA,2018,Cagliari,team,29,38,12167,16636,73.1,245407,93621,4898,5855,83.7,5025,6342,79.2,2035,3899,52.2,21,25.4,-2.4,267,989,278,101,1115
Serie A,M,ITA,2018,Chievo,team,25,38,12575,16824,74.7,255651,94911,4867,5752,84.6,5375,6544,82.1,2189,4056,54,20,22.2,5.8,299,960,310,111,1226
Serie A,M,ITA,2018,Crotone,team,29,38,10311,14840,69.5,208395,86869,4019,5025,80,4464,5706,78.2,1656,3558,46.5,21,24,2,256,884,234,74,1111
Serie A,M,ITA,2018,Fiorentina,team,27,38,15290,19375,78.9,300312,104764,5672,6639,85.4,7266,8405,86.4,2158,3796,56.8,32,37.2,-3.2,463,1200,350,96,1503
Serie A,M,ITA,2018,Genoa,team,33,38,13218,17522,75.4,263512,94545,5238,6195,84.6,5762,6935,83.1,2047,3869,52.9,18,31.8,-10.8,313,992,306,79,1264
Serie A,M,ITA,2018,Hellas Verona,team,32,38,11493,15515,74.1,233720,85245,4685,5591,83.8,4661,5722,81.5,1959,3679,53.2,19,20.6,-4.6,237,763,192,64,944
Serie A,M,ITA,2018,Inter,team,22,38,18750,22639,82.8,348644,115080,8128,9077,89.5,7957,9135,87.1,2405,3811,63.1,34,44.5,-2.5,448,1423,388,120,1488
Serie A,M,ITA,2018,Juventus,team,24,38,20058,23398,85.7,408358,115305,7245,8105,89.4,9361,10334,90.6,3262,4447,73.4,39,38.2,23.8,410,1429,340,110,1466
Serie A,M,ITA,2018,Lazio,team,24,38,16308,20211,80.7,317283,110399,6506,7524,86.5,7166,8276,86.6,2376,3758,63.2,51,42.3,22.7,438,1393,397,89,1643
Serie A,M,ITA,2018,Milan,team,23,38,17744,21543,82.4,350431,112992,6839,7723,88.6,8115,9226,88,2626,4110,63.9,28,36.6,-0.6,458,1456,380,114,1593
Serie A,M,ITA,2018,Napoli,team,23,38,24985,29004,86.1,425699,132297,12878,14051,91.7,9018,10227,88.2,2679,3945,67.9,45,48.4,0.6,526,2095,465,85,2068
Serie A,M,ITA,2018,Roma,team,27,38,17296,21399,80.8,346453,119630,6494,7521,86.3,7857,9059,86.7,2769,4306,64.3,37,48.9,-4.9,492,1581,444,138,1812
Serie A,M,ITA,2018,Sampdoria,team,27,38,16148,20144,80.2,300242,103556,6985,7924,88.1,6817,7916,86.1,2062,3673,56.1,33,32.8,0.2,317,1183,345,67,1496
Serie A,M,ITA,2018,Sassuolo,team,28,38,11497,15749,73,237238,92359,4326,5256,82.3,4939,6124,80.6,2049,3852,53.2,16,29.3,-13.3,360,1039,258,92,1242
Serie A,M,ITA,2018,SPAL,team,29,38,12214,16025,76.2,244256,85676,4790,5578,85.9,5274,6290,83.8,1957,3620,54.1,14,20,-1,248,852,216,65,1051
Serie A,M,ITA,2018,Torino,team,27,38,14425,18316,78.8,285051,97128,5647,6531,86.5,6306,7434,84.8,2235,3723,60,36,34.5,5.5,341,971,307,75,1214
Serie A,M,ITA,2018,Udinese,team,27,38,12619,16647,75.8,257575,94228,4682,5536,84.6,5694,6838,83.3,2113,3824,55.3,27,29.8,-0.8,333,927,265,79,1193
Serie A,M,ITA,2018,vs Atalanta,opponent,25,38,12845,17077,75.2,255126,101382,5076,6009,84.5,5553,6769,82,2010,3722,54,29,26.9,2.1,296,997,243,71,1257
Serie A,M,ITA,2018,vs Benevento,opponent,41,38,16154,19853,81.4,313987,105878,6505,7382,88.1,7086,8182,86.6,2349,3764,62.4,61,48.6,12.4,432,1418,406,102,1559
Serie A,M,ITA,2018,vs Bologna,opponent,30,38,15920,19917,79.9,313604,105035,6124,7041,87,7230,8332,86.8,2359,3932,60,36,38.7,-2.7,381,1404,390,112,1496
Serie A,M,ITA,2018,vs Cagliari,opponent,29,38,16287,20443,79.7,321706,109874,6482,7462,86.9,6996,8156,85.8,2594,4249,61,42,38.7,3.3,406,1250,392,97,1517
Serie A,M,ITA,2018,vs Chievo,opponent,25,38,17047,21257,80.2,334563,106920,6933,7927,87.5,7275,8462,86,2619,4294,61,34,37.2,-3.2,432,1286,380,97,1484
Serie A,M,ITA,2018,vs Crotone,opponent,29,38,18027,22590,79.8,347713,117978,7256,8394,86.4,8050,9367,85.9,2489,4228,58.9,46,38.7,7.3,434,1474,385,94,1677
Serie A,M,ITA,2018,vs Fiorentina,opponent,27,38,13376,17582,76.1,264199,97585,5458,6418,85,5581,6751,82.7,2125,3805,55.8,33,30.1,2.9,284,1079,276,78,1265
Serie A,M,ITA,2018,vs Genoa,opponent,33,38,16570,20686,80.1,326627,113646,6430,7476,86,7381,8616,85.7,2526,4014,62.9,30,32.3,-2.3,376,1287,322,100,1625
Serie A,M,ITA,2018,vs Hellas Verona,opponent,32,38,17670,21729,81.3,339806,114464,7171,8155,87.9,7824,9088,86.1,2448,3934,62.2,52,52.8,-0.8,541,1502,486,131,1803
Serie A,M,ITA,2018,vs Inter,opponent,22,38,13632,17300,78.8,278246,99203,5227,5982,87.4,5918,6956,85.1,2328,3900,59.7,20,26.3,-6.3,317,1070,295,96,1206
Serie A,M,ITA,2018,vs Juventus,opponent,24,38,14034,17564,79.9,266706,82325,5923,6717,88.2,6057,7029,86.2,1879,3348,56.1,13,15.8,-2.8,217,1088,224,65,1038
Serie A,M,ITA,2018,vs Lazio,opponent,24,38,15633,19496,80.2,299718,98184,6585,7512,87.7,6606,7703,85.8,2230,3735,59.7,23,25.8,-2.8,312,1148,284,76,1344
Serie A,M,ITA,2018,vs Milan,opponent,23,38,13328,17032,78.3,261894,91950,5246,6118,85.7,5989,7045,85,1921,3397,56.5,30,25.8,4.2,313,1017,260,76,1170
Serie A,M,ITA,2018,vs Napoli,opponent,23,38,12910,16799,76.8,262948,94947,4964,5791,85.7,5569,6578,84.7,2174,3877,56.1,19,17.1,1.9,238,709,188,59,891
Serie A,M,ITA,2018,vs Roma,opponent,27,38,11576,15683,73.8,223480,85868,5031,5875,85.6,4755,5860,81.1,1644,3537,46.5,22,25.6,-3.6,301,859,222,72,971
Serie A,M,ITA,2018,vs Sampdoria,opponent,27,38,13587,17613,77.1,280976,98798,5275,6237,84.6,5700,6726,84.7,2425,4062,59.7,41,42.9,-1.9,410,905,360,124,1161
Serie A,M,ITA,2018,vs Sassuolo,opponent,28,38,16719,21073,79.3,322856,110873,6746,7781,86.7,7354,8625,85.3,2381,4050,58.8,38,33.9,4.1,353,1232,319,83,1410
Serie A,M,ITA,2018,vs SPAL,opponent,29,38,16152,19890,81.2,309103,103417,6658,7581,87.8,6916,8022,86.2,2324,3713,62.6,33,36.7,-3.7,426,1314,367,88,1633
Serie A,M,ITA,2018,vs Torino,opponent,27,38,13646,17794,76.7,272948,96949,5277,6198,85.1,5895,7060,83.5,2245,3947,56.9,31,34.1,-3.1,370,1067,290,87,1262
Serie A,M,ITA,2018,vs Udinese,opponent,27,38,16604,20789,79.9,325113,108487,6715,7729,86.9,7077,8270,85.6,2574,4143,62.1,41,32.3,8.7,380,1308,310,80,1536
