competition_name,gender,country,season_end_year,squad,team_or_opponent,rk,mp_home,w_home,d_home,l_home,gf_home,ga_home,g_diff_home,pts_home,pts_per_g_home,x_g_home,x_ga_home,x_g_diff_home,x_g_diff_per_90_home,mp_away,w_away,d_away,l_away,gf_away,ga_away,g_diff_away,pts_away,pts_per_g_away,x_g_away,x_ga_away,x_g_diff_away,x_g_diff_per_90_away
Ligue 1,M,FRA,2018,Caen,team,16,19,7,5,7,17,19,-2,26,1.37,24.5,20.2,4.3,0.23,19,3,3,13,10,33,-23,12,0.63,17.8,28.7,-10.9,-0.57
Ligue 1,M,FRA,2018,Dijon,team,11,19,11,3,5,35,28,7,36,1.89,24.9,29.3,-4.4,-0.23,19,2,6,11,20,45,-25,12,0.63,18,39.8,-21.9,-1.15
Ligue 1,M,FRA,2018,Guingamp,team,12,19,8,7,4,30,24,6,31,1.63,31,20.8,10.2,0.54,19,4,4,11,18,35,-17,16,0.84,14.4,33,-18.6,-0.98
Ligue 1,M,FRA,2018,Lille,team,17,19,6,6,7,24,27,-3,24,1.26,20,25.3,-5.3,-0.28,19,4,2,13,17,40,-23,14,0.74,17.7,31.5,-13.8,-0.73
Ligue 1,M,FRA,2018,Lyon,team,3,19,12,5,2,38,18,20,41,2.16,35.1,17.3,17.8,0.94,19,11,4,4,49,25,24,37,1.95,31.8,22.4,9.4,0.49
Ligue 1,M,FRA,2018,Marseille,team,4,19,12,5,2,44,19,25,41,2.16,39.6,15.6,24.1,1.27,19,10,6,3,36,28,8,36,1.89,32.6,26.3,6.3,0.33
Ligue 1,M,FRA,2018,Metz,team,20,19,3,4,12,16,37,-21,13,0.68,20.2,29.8,-9.6,-0.5,19,3,4,12,18,39,-21,13,0.68,17.7,37.2,-19.5,-1.03
Ligue 1,M,FRA,2018,Monaco,team,2,19,15,3,1,47,17,30,48,2.53,33.2,18.2,15.1,0.79,19,9,5,5,38,28,10,32,1.68,28.2,28.9,-0.6,-0.03
Ligue 1,M,FRA,2018,Montpellier,team,10,19,5,9,5,20,19,1,24,1.26,24.8,18.5,6.3,0.33,19,6,9,4,16,14,2,27,1.42,17.6,23.2,-5.6,-0.29
Ligue 1,M,FRA,2018,Nantes,team,9,19,8,4,7,15,17,-2,28,1.47,23.9,17.7,6.2,0.33,19,6,6,7,21,24,-3,24,1.26,19.4,23.7,-4.2,-0.22
Ligue 1,M,FRA,2018,Nice,team,8,19,10,3,6,29,23,6,33,1.74,29.7,19.2,10.5,0.55,19,5,6,8,24,29,-5,21,1.11,22,28.9,-6.9,-0.37
Ligue 1,M,FRA,2018,Paris S-G,team,1,19,17,1,1,70,15,55,52,2.74,47,16,31,1.63,19,12,5,2,38,14,24,41,2.16,42.2,16.3,25.9,1.36
Ligue 1,M,FRA,2018,Rennes,team,5,19,8,4,7,21,22,-1,28,1.47,26.7,23.3,3.5,0.18,19,8,6,5,29,22,7,30,1.58,22.6,30.2,-7.6,-0.4
Ligue 1,M,FRA,2018,Saint-Étienne,team,7,19,8,7,4,32,27,5,31,1.63,30.9,24.8,6.2,0.32,19,7,3,9,15,23,-8,24,1.26,21.3,26.8,-5.5,-0.29
Ligue 1,M,FRA,2018,Strasbourg,team,15,19,7,6,6,27,27,0,27,1.42,27.4,22.5,4.8,0.25,19,2,5,12,17,40,-23,11,0.58,18,33.6,-15.6,-0.82
Ligue 1,M,FRA,2018,Toulouse,team,18,19,7,5,7,23,21,2,26,1.37,30.2,21.8,8.4,0.44,19,2,5,12,15,33,-18,11,0.58,15.8,31.4,-15.6,-0.82
Ligue 1,M,FRA,2018,Troyes,team,19,19,7,3,9,17,22,-5,24,1.26,20.4,23.3,-2.9,-0.15,19,2,3,14,15,37,-22,9,0.47,16.1,30.9,-14.7,-0.78
Fußball-Bundesliga,M,GER,2020,Augsburg,team,15,17,5,5,7,28,29,-1,20,1.18,23.6,24.9,-1.4,-0.08,17,4,4,9,17,34,-17,16,0.94,18.5,30,-11.5,-0.67
Fußball-Bundesliga,M,GER,2020,Bayern Munich,team,1,17,13,2,2,53,15,38,41,2.41,44.3,15.9,28.4,1.67,17,13,2,2,47,17,30,41,2.41,38,18.4,19.6,1.15
Fußball-Bundesliga,M,GER,2020,Dortmund,team,2,17,11,3,3,46,17,29,36,2.12,32.3,20.4,11.9,0.7,17,10,3,4,38,24,14,33,1.94,26.9,19,7.9,0.46
Fußball-Bundesliga,M,GER,2020,Düsseldorf,team,17,17,4,6,7,18,28,-10,18,1.06,17.2,26.2,-9,-0.53,17,2,6,9,18,39,-21,12,0.71,15.8,30,-14.2,-0.84
Fußball-Bundesliga,M,GER,2020,Eint Frankfurt,team,9,17,8,4,5,36,27,9,28,1.65,31.8,25.1,6.6,0.39,17,5,2,10,23,33,-10,17,1,20.8,24,-3.3,-0.19
Fußball-Bundesliga,M,GER,2020,Freiburg,team,8,17,9,2,6,23,17,6,29,1.71,19.3,22.7,-3.4,-0.2,17,4,7,6,25,30,-5,19,1.12,22.4,38.2,-15.8,-0.93
Fußball-Bundesliga,M,GER,2020,Hertha BSC,team,10,17,6,3,8,23,32,-9,21,1.24,18.7,24.3,-5.5,-0.33,17,5,5,7,25,27,-2,20,1.18,21.9,27.1,-5.3,-0.31
Fußball-Bundesliga,M,GER,2020,Hoffenheim,team,6,17,7,1,9,26,37,-11,22,1.29,27.8,28.9,-1.1,-0.06,17,8,6,3,27,16,11,30,1.76,22,23,-0.9,-0.05
Fußball-Bundesliga,M,GER,2020,Köln,team,14,17,6,4,7,28,27,1,22,1.29,24.8,23.4,1.4,0.08,17,4,2,11,23,42,-19,14,0.82,22.4,28.1,-5.7,-0.33
Fußball-Bundesliga,M,GER,2020,Leverkusen,team,5,17,9,4,4,32,22,10,31,1.82,32,18.7,13.3,0.78,17,10,2,5,29,22,7,32,1.88,24.6,26.4,-1.8,-0.11
Fußball-Bundesliga,M,GER,2020,M'Gladbach,team,4,17,12,2,3,40,21,19,38,2.24,36.6,20.1,16.5,0.97,17,8,3,6,26,19,7,27,1.59,29.7,22.3,7.4,0.44
Fußball-Bundesliga,M,GER,2020,Mainz 05,team,13,17,5,2,10,18,29,-11,17,1,21.9,27.1,-5.2,-0.3,17,6,2,9,26,36,-10,20,1.18,22.4,30.2,-7.8,-0.46
Fußball-Bundesliga,M,GER,2020,Paderborn 07,team,18,17,2,2,13,21,46,-25,8,0.47,20,39.2,-19.2,-1.13,17,2,6,9,16,28,-12,12,0.71,18.6,28.2,-9.5,-0.56
Fußball-Bundesliga,M,GER,2020,RB Leipzig,team,3,17,7,8,2,38,21,17,29,1.71,31.5,20.9,10.6,0.62,17,11,4,2,43,16,27,37,2.18,39.4,15.5,23.9,1.41
Fußball-Bundesliga,M,GER,2020,Schalke 04,team,12,17,5,7,5,20,27,-7,22,1.29,19.3,21.4,-2.2,-0.13,17,4,5,8,18,31,-13,17,1,16.1,28.3,-12.2,-0.72
Fußball-Bundesliga,M,GER,2020,Union Berlin,team,11,17,8,3,6,24,20,4,27,1.59,20.7,21.1,-0.4,-0.02,17,4,2,11,17,38,-21,14,0.82,17.6,30.4,-12.8,-0.75
Fußball-Bundesliga,M,GER,2020,Werder Bremen,team,16,17,2,3,12,15,36,-21,9,0.53,21,20.6,0.4,0.02,17,6,4,7,27,33,-6,22,1.29,20.3,27.5,-7.2,-0.42
Fußball-Bundesliga,M,GER,2020,Wolfsburg,team,7,17,4,7,6,19,23,-4,19,1.12,22.8,21,1.9,0.11,17,9,3,5,29,23,6,30,1.76,24.5,19.1,5.4,0.32
Fußball-Bundesliga,M,GER,2019,Augsburg,team,15,17,5,4,8,34,33,1,19,1.12,25,28.8,-3.8,-0.22,17,3,4,10,17,38,-21,13,0.76,18.2,28.6,-10.4,-0.61
Fußball-Bundesliga,M,GER,2019,Bayern Munich,team,1,17,13,3,1,49,14,35,42,2.47,40.3,10.7,29.6,1.74,17,11,3,3,39,18,21,36,2.12,40.7,15.2,25.5,1.5
Fußball-Bundesliga,M,GER,2019,Dortmund,team,2,17,14,2,1,52,25,27,44,2.59,31.1,19.2,11.9,0.7,17,9,5,3,29,19,10,32,1.88,27.2,20.4,6.8,0.4
Fußball-Bundesliga,M,GER,2019,Düsseldorf,team,10,17,9,0,8,27,28,-1,27,1.59,24.9,26.6,-1.6,-0.1,17,4,5,8,22,37,-15,17,1,21.8,33.7,-11.9,-0.7
Fußball-Bundesliga,M,GER,2019,Eint Frankfurt,team,7,17,8,4,5,32,21,11,28,1.65,30.8,21.4,9.4,0.55,17,7,5,5,28,27,1,26,1.53,24.6,29.1,-4.4,-0.26
Fußball-Bundesliga,M,GER,2019,Freiburg,team,13,17,6,7,4,32,27,5,25,1.47,24.5,24.5,0,0,17,2,5,10,14,34,-20,11,0.65,17.7,31,-13.3,-0.78
Fußball-Bundesliga,M,GER,2019,Hannover 96,team,17,17,5,1,11,15,26,-11,16,0.94,18,30.5,-12.5,-0.74,17,0,5,12,16,45,-29,5,0.29,15.9,35.8,-19.9,-1.17
Fußball-Bundesliga,M,GER,2019,Hertha BSC,team,11,17,6,6,5,26,27,-1,24,1.41,26.4,26.4,0,0,17,5,4,8,23,30,-7,19,1.12,21.6,33.1,-11.5,-0.68
Fußball-Bundesliga,M,GER,2019,Hoffenheim,team,9,17,7,5,5,28,20,8,26,1.53,40.9,22.1,18.7,1.1,17,6,7,4,42,32,10,25,1.47,32.3,29.8,2.5,0.15
Fußball-Bundesliga,M,GER,2019,Leverkusen,team,4,17,9,2,6,32,25,7,29,1.71,31.6,17,14.6,0.86,17,9,2,6,37,27,10,29,1.71,30.5,26.6,3.9,0.23
Fußball-Bundesliga,M,GER,2019,M'Gladbach,team,5,17,9,3,5,31,22,9,30,1.76,30.3,24.7,5.6,0.33,17,7,4,6,24,20,4,25,1.47,20.8,24.8,-3.9,-0.23
Fußball-Bundesliga,M,GER,2019,Mainz 05,team,12,17,8,5,4,31,22,9,29,1.71,30,24.9,5.1,0.3,17,4,2,11,15,35,-20,14,0.82,18.4,32.3,-13.9,-0.82
Fußball-Bundesliga,M,GER,2019,Nürnberg,team,18,17,3,7,7,16,22,-6,16,0.94,18.7,22,-3.3,-0.19,17,0,3,14,10,46,-36,3,0.18,14.4,33.8,-19.4,-1.14
Fußball-Bundesliga,M,GER,2019,RB Leipzig,team,3,17,10,6,1,34,9,25,36,2.12,33.1,13.9,19.2,1.13,17,9,3,5,29,20,9,30,1.76,27.9,21.1,6.8,0.4
Fußball-Bundesliga,M,GER,2019,Schalke 04,team,14,17,4,3,10,16,28,-12,15,0.88,23.5,23,0.6,0.03,17,4,6,7,21,27,-6,18,1.06,19.6,26.8,-7.3,-0.43
Fußball-Bundesliga,M,GER,2019,Stuttgart,team,16,17,6,4,7,22,27,-5,22,1.29,23,27.6,-4.6,-0.27,17,1,3,13,10,43,-33,6,0.35,15.9,29.9,-14,-0.82
Fußball-Bundesliga,M,GER,2019,Werder Bremen,team,8,17,8,6,3,35,26,9,30,1.76,27.3,24.5,2.9,0.17,17,6,5,6,23,23,0,23,1.35,22.3,29.5,-7.2,-0.42
Fußball-Bundesliga,M,GER,2019,Wolfsburg,team,6,17,8,5,4,36,23,13,29,1.71,26.2,22.1,4,0.24,17,8,2,7,26,27,-1,26,1.53,20.2,24.3,-4.1,-0.24
Fußball-Bundesliga,M,GER,2018,Augsburg,team,12,17,6,4,7,24,24,0,22,1.29,26.5,21.1,5.4,0.32,17,4,7,6,19,22,-3,19,1.12,18.5,21.9,-3.3,-0.2
Fußball-Bundesliga,M,GER,2018,Bayern Munich,team,1,17,14,2,1,56,15,41,44,2.59,47.1,13.8,33.3,1.96,17,13,1,3,36,13,23,40,2.35,30.7,19.9,10.8,0.64
Fußball-Bundesliga,M,GER,2018,Dortmund,team,4,17,9,4,4,40,21,19,31,1.82,37.3,18.1,19.2,1.13,17,6,6,5,24,26,-2,24,1.41,26.3,26.5,-0.2,-0.01
Fußball-Bundesliga,M,GER,2018,Eint Frankfurt,team,8,17,8,4,5,26,19,7,28,1.65,26.8,18.1,8.7,0.51,17,6,3,8,19,26,-7,21,1.24,16.5,24,-7.5,-0.44
Fußball-Bundesliga,M,GER,2018,Freiburg,team,15,17,7,6,4,17,17,0,27,1.59,25,18.6,6.4,0.38,17,1,6,10,15,39,-24,9,0.53,16.2,32,-15.7,-0.93
Fußball-Bundesliga,M,GER,2018,Hamburger SV,team,17,17,6,4,7,17,19,-2,22,1.29,21.3,22.6,-1.3,-0.08,17,2,3,12,12,34,-22,9,0.53,15.8,30.2,-14.4,-0.85
Fußball-Bundesliga,M,GER,2018,Hannover 96,team,13,17,8,3,6,28,25,3,27,1.59,25,21,4,0.23,17,2,6,9,16,29,-13,12,0.71,21,33.4,-12.3,-0.72
Fußball-Bundesliga,M,GER,2018,Hertha BSC,team,10,17,5,7,5,23,27,-4,22,1.29,18.8,21.6,-2.7,-0.16,17,5,6,6,20,19,1,21,1.24,21,25,-3.9,-0.23
Fußball-Bundesliga,M,GER,2018,Hoffenheim,team,3,17,11,4,2,38,16,22,37,2.18,25.1,19.3,5.8,0.34,17,4,6,7,28,32,-4,18,1.06,26.7,28.1,-1.4,-0.08
Fußball-Bundesliga,M,GER,2018,Köln,team,18,17,3,5,9,20,30,-10,14,0.82,24.6,29.6,-5,-0.29,17,2,2,13,15,40,-25,8,0.47,17.6,38.3,-20.7,-1.22
Fußball-Bundesliga,M,GER,2018,Leverkusen,team,5,17,8,5,4,29,19,10,29,1.71,35.9,15.4,20.5,1.2,17,7,5,5,29,25,4,26,1.53,23.3,21.6,1.7,0.1
Fußball-Bundesliga,M,GER,2018,M'Gladbach,team,9,17,9,4,4,28,20,8,31,1.82,29.7,22.3,7.4,0.44,17,4,4,9,19,32,-13,16,0.94,21.7,29.3,-7.6,-0.45
Fußball-Bundesliga,M,GER,2018,Mainz 05,team,14,17,7,3,7,22,21,1,24,1.41,20.9,19,1.9,0.11,17,2,6,9,16,31,-15,12,0.71,14.4,32.6,-18.2,-1.07
Fußball-Bundesliga,M,GER,2018,RB Leipzig,team,6,17,9,4,4,34,26,8,31,1.82,31.2,20.7,10.5,0.62,17,6,4,7,23,27,-4,22,1.29,23.1,25.1,-1.9,-0.11
Fußball-Bundesliga,M,GER,2018,Schalke 04,team,2,17,10,5,2,27,15,12,35,2.06,25.6,20.7,4.9,0.29,17,8,4,5,26,22,4,28,1.65,22.2,21.6,0.6,0.04
Fußball-Bundesliga,M,GER,2018,Stuttgart,team,7,17,10,4,3,18,9,9,34,2,20.4,20.4,0,0,17,5,2,10,18,27,-9,17,1,19.2,25.3,-6,-0.36
Fußball-Bundesliga,M,GER,2018,Werder Bremen,team,11,17,6,7,4,20,17,3,25,1.47,20.9,23.7,-2.8,-0.16,17,4,5,8,17,23,-6,17,1,19.1,24.9,-5.7,-0.34
Fußball-Bundesliga,M,GER,2018,Wolfsburg,team,16,17,3,8,6,23,25,-2,17,1,24.1,22.7,1.4,0.08,17,3,7,7,13,23,-10,16,0.94,15.1,26.8,-11.7,-0.69
Serie A,M,ITA,2020,Atalanta,team,3,19,12,2,5,51,26,25,38,2,40.4,18.4,22,1.16,19,11,7,1,47,22,25,40,2.11,41.5,23,18.5,0.97
Serie A,M,ITA,2020,Bologna,team,12,19,5,8,6,25,29,-4,23,1.21,24.9,26.3,-1.5,-0.08,19,7,3,9,27,36,-9,24,1.26,28.3,28.3,-0.1,0
Serie A,M,ITA,2020,Brescia,team,19,19,3,5,11,21,34,-13,14,0.74,23.3,36.8,-13.5,-0.71,19,3,2,14,14,45,-31,11,0.58,19.2,40.9,-21.7,-1.14
Serie A,M,ITA,2020,Cagliari,team,14,19,7,4,8,32,28,4,25,1.32,23.1,28.4,-5.3,-0.28,19,4,8,7,20,28,-8,20,1.05,18.3,28.9,-10.6,-0.56
Serie A,M,ITA,2020,Fiorentina,team,10,19,5,8,6,22,22,0,23,1.21,27.2,21.8,5.4,0.28,19,7,5,7,29,26,3,26,1.37,27.5,27.1,0.4,0.02
Serie A,M,ITA,2020,Genoa,team,17,19,7,1,11,24,31,-7,22,1.16,23.3,26.8,-3.5,-0.18,19,3,8,8,23,42,-19,17,0.89,24.1,32.6,-8.4,-0.44
Serie A,M,ITA,2020,Hellas Verona,team,9,19,9,5,5,29,25,4,32,1.68,26.9,23.8,3,0.16,19,3,8,8,18,26,-8,17,0.89,22.2,28.7,-6.5,-0.34
Serie A,M,ITA,2020,Inter,team,2,19,11,6,2,40,17,23,39,2.05,39.5,21.1,18.5,0.97,19,13,4,2,41,19,22,43,2.26,32.6,19.6,12.9,0.68
Serie A,M,ITA,2020,Juventus,team,1,19,16,2,1,46,17,29,50,2.63,41.5,16.3,25.2,1.33,19,10,3,6,30,26,4,33,1.74,27.4,25.6,1.8,0.1
Serie A,M,ITA,2020,Lazio,team,4,19,14,3,2,46,17,29,45,2.37,40,22.8,17.2,0.91,19,10,3,6,33,25,8,33,1.74,28.4,26.8,1.6,0.09
Serie A,M,ITA,2020,Lecce,team,18,19,4,5,10,30,41,-11,17,0.89,27.5,41,-13.5,-0.71,19,5,3,11,22,44,-22,18,0.95,26.4,43,-16.6,-0.88
Serie A,M,ITA,2020,Milan,team,6,19,9,6,4,31,20,11,33,1.74,31.3,21.4,9.9,0.52,19,10,3,6,32,26,6,33,1.74,28.7,26.2,2.6,0.14
Serie A,M,ITA,2020,Napoli,team,7,19,10,3,6,31,24,7,33,1.74,37.2,17.7,19.5,1.03,19,8,5,6,30,26,4,29,1.53,25.3,21.7,3.6,0.19
Serie A,M,ITA,2020,Parma,team,11,19,7,2,10,26,24,2,23,1.21,26.8,25.9,0.8,0.04,19,7,5,7,30,33,-3,26,1.37,19.9,36.1,-16.1,-0.85
Serie A,M,ITA,2020,Roma,team,5,19,10,4,5,36,27,9,34,1.79,40.1,21.9,18.2,0.96,19,11,3,5,41,24,17,36,1.89,32.6,26.4,6.2,0.32
Serie A,M,ITA,2020,Sampdoria,team,15,19,6,4,9,25,30,-5,22,1.16,29.3,24.6,4.6,0.24,19,6,2,11,23,35,-12,20,1.05,21.9,28.7,-6.8,-0.36
Serie A,M,ITA,2020,Sassuolo,team,8,19,8,3,8,44,33,11,27,1.42,32.6,29,3.5,0.19,19,6,6,7,25,30,-5,24,1.26,23.4,35.1,-11.6,-0.61
Serie A,M,ITA,2020,SPAL,team,20,19,2,4,13,16,40,-24,10,0.53,20.2,32.3,-12.1,-0.64,19,3,1,15,11,37,-26,10,0.53,18.9,35.1,-16.2,-0.85
Serie A,M,ITA,2020,Torino,team,16,19,7,4,8,23,30,-7,25,1.32,18.8,31.6,-12.8,-0.67,19,4,3,12,23,38,-15,15,0.79,23.6,31.1,-7.5,-0.4
Serie A,M,ITA,2020,Udinese,team,13,19,6,6,7,18,23,-5,24,1.26,19.8,23.2,-3.4,-0.18,19,6,3,10,19,28,-9,21,1.11,20.9,28.7,-7.8,-0.41
Serie A,M,ITA,2019,Atalanta,team,3,19,10,5,4,36,19,17,35,1.84,34.4,16.2,18.2,0.96,19,10,4,5,41,27,14,34,1.79,32.4,25.3,7.2,0.38
Serie A,M,ITA,2019,Bologna,team,10,19,9,4,6,28,22,6,31,1.63,24.4,20.4,4,0.21,19,2,7,10,20,34,-14,13,0.68,22.9,26.1,-3.1,-0.17
Serie A,M,ITA,2019,Cagliari,team,15,19,8,6,5,23,20,3,30,1.58,22.8,23.8,-1,-0.05,19,2,5,12,13,34,-21,11,0.58,16.4,35,-18.6,-0.98
Serie A,M,ITA,2019,Chievo,team,20,19,1,7,11,14,37,-23,10,0.53,18.3,27.2,-8.9,-0.47,19,1,7,11,11,38,-27,10,0.53,17.5,32.1,-14.6,-0.77
Serie A,M,ITA,2019,Empoli,team,18,19,9,3,7,33,30,3,30,1.58,29.1,30.2,-1.1,-0.06,19,1,5,13,18,40,-22,8,0.42,23,30.7,-7.7,-0.41
Serie A,M,ITA,2019,Fiorentina,team,16,19,5,9,5,25,19,6,24,1.26,26.6,20,6.6,0.35,19,3,8,8,22,26,-4,17,0.89,25.7,22.2,3.5,0.19
Serie A,M,ITA,2019,Frosinone,team,19,19,1,6,12,14,38,-24,9,0.47,19.9,31.2,-11.2,-0.59,19,4,4,11,15,31,-16,16,0.84,15.7,29.8,-14.1,-0.74
Serie A,M,ITA,2019,Genoa,team,17,19,6,8,5,21,22,-1,26,1.37,24.4,23.9,0.5,0.03,19,2,6,11,18,35,-17,12,0.63,19.3,30.3,-11,-0.58
Serie A,M,ITA,2019,Inter,team,4,19,11,5,3,27,10,17,38,2,31.8,15.5,16.3,0.86,19,9,4,6,30,23,7,31,1.63,32.6,22.7,9.9,0.52
Serie A,M,ITA,2019,Juventus,team,1,19,15,4,0,39,13,26,49,2.58,33.2,15.8,17.4,0.92,19,13,2,4,31,17,14,41,2.16,25,20.3,4.8,0.25
Serie A,M,ITA,2019,Lazio,team,8,19,9,5,5,36,25,11,32,1.68,34.2,21.9,12.3,0.65,19,8,3,8,20,21,-1,27,1.42,22.2,20.8,1.4,0.07
Serie A,M,ITA,2019,Milan,team,5,19,12,4,3,31,17,14,40,2.11,28.3,18.7,9.6,0.51,19,7,7,5,24,19,5,28,1.47,19.8,21.3,-1.5,-0.08
Serie A,M,ITA,2019,Napoli,team,2,19,13,4,2,41,16,25,43,2.26,37.8,14.1,23.6,1.24,19,11,3,5,33,20,13,36,1.89,30.4,20.1,10.3,0.54
Serie A,M,ITA,2019,Parma,team,14,19,5,7,7,18,25,-7,22,1.16,20.6,30.6,-10,-0.53,19,5,4,10,23,36,-13,19,1,18,34.9,-16.9,-0.89
Serie A,M,ITA,2019,Roma,team,6,19,12,5,2,43,26,17,41,2.16,38,24.2,13.7,0.72,19,6,7,6,23,22,1,25,1.32,26.1,30.2,-4,-0.21
Serie A,M,ITA,2019,Sampdoria,team,9,19,10,2,7,28,16,12,32,1.68,27.1,21.4,5.7,0.3,19,5,6,8,32,35,-3,21,1.11,22.7,31.3,-8.6,-0.45
Serie A,M,ITA,2019,Sassuolo,team,11,19,5,10,4,33,33,0,25,1.32,26.8,26.1,0.8,0.04,19,4,6,9,20,27,-7,18,0.95,19.5,31.2,-11.7,-0.62
Serie A,M,ITA,2019,SPAL,team,13,19,5,7,7,20,26,-6,22,1.16,21.2,21.2,0,0,19,6,2,11,24,30,-6,20,1.05,20.2,27.3,-7.1,-0.37
Serie A,M,ITA,2019,Torino,team,7,19,12,2,5,32,19,13,38,2,28.1,22.8,5.3,0.28,19,4,13,2,20,18,2,25,1.32,21.3,25.1,-3.8,-0.2
Serie A,M,ITA,2019,Udinese,team,12,19,8,5,6,22,22,0,29,1.53,21.8,25.5,-3.7,-0.19,19,3,5,11,17,31,-14,14,0.74,19.7,32.2,-12.5,-0.66
Serie A,M,ITA,2018,Atalanta,team,7,19,9,6,4,30,18,12,33,1.74,32.3,16.7,15.6,0.82,19,7,6,6,27,21,6,27,1.42,35,20.4,14.6,0.77
Serie A,M,ITA,2018,Benevento,team,20,19,5,2,12,23,40,-17,17,0.89,24.1,37.1,-13,-0.68,19,1,1,17,10,44,-34,4,0.21,14.9,37.6,-22.7,-1.19
Serie A,M,ITA,2018,Bologna,team,15,19,6,4,9,25,26,-1,22,1.16,19.2,26.7,-7.5,-0.4,19,5,2,12,15,26,-11,17,0.89,17.7,27,-9.3,-0.49
Serie A,M,ITA,2018,Cagliari,team,16,19,6,3,10,18,30,-12,21,1.11,23.6,27,-3.4,-0.18,19,5,3,11,15,31,-16,18,0.95,16.4,31.8,-15.4,-0.81
Serie A,M,ITA,2018,Chievo,team,13,19,7,6,6,22,24,-2,27,1.42,17,22.5,-5.5,-0.29,19,3,4,12,14,35,-21,13,0.68,15.3,31.8,-16.5,-0.87
Serie A,M,ITA,2018,Crotone,team,18,19,6,6,7,23,25,-2,24,1.26,20.8,24.8,-4,-0.21,19,3,2,14,17,41,-24,11,0.58,15.3,34.1,-18.8,-0.99
Serie A,M,ITA,2018,Fiorentina,team,8,19,8,5,6,27,22,5,29,1.53,30.9,19.3,11.6,0.61,19,8,4,7,27,24,3,28,1.47,26.4,23.2,3.2,0.17
Serie A,M,ITA,2018,Genoa,team,12,19,6,3,10,23,27,-4,21,1.11,27.4,26.2,1.2,0.06,19,5,5,9,10,16,-6,20,1.05,15.9,19.3,-3.4,-0.18
Serie A,M,ITA,2018,Hellas Verona,team,19,19,5,1,13,14,35,-21,16,0.84,15.8,29.6,-13.7,-0.72,19,2,3,14,16,43,-27,9,0.47,18.5,46.3,-27.8,-1.46
Serie A,M,ITA,2018,Inter,team,4,19,11,5,3,37,16,21,38,2,31.9,14.8,17.1,0.9,19,9,7,3,29,14,15,34,1.79,29,20.5,8.4,0.44
Serie A,M,ITA,2018,Juventus,team,1,19,16,1,2,45,8,37,49,2.58,34.9,14.1,20.7,1.09,19,14,4,1,41,16,25,46,2.42,24.8,14.7,10.2,0.53
Serie A,M,ITA,2018,Lazio,team,5,19,9,5,5,45,21,24,32,1.68,31.8,21.4,10.4,0.55,19,12,4,3,44,28,16,40,2.11,31.5,22.9,8.6,0.45
Serie A,M,ITA,2018,Milan,team,6,19,10,5,4,25,16,9,35,1.84,28.7,17,11.7,0.62,19,8,5,6,31,26,5,29,1.53,26,22.1,3.9,0.2
Serie A,M,ITA,2018,Napoli,team,2,19,14,3,2,43,18,25,45,2.37,38,12.4,25.6,1.35,19,14,4,1,34,11,23,46,2.42,28.6,13.1,15.5,0.81
Serie A,M,ITA,2018,Roma,team,3,19,11,2,6,31,19,12,35,1.84,38.5,19.1,19.4,1.02,19,12,6,1,30,9,21,42,2.21,31.1,20.8,10.3,0.54
Serie A,M,ITA,2018,Sampdoria,team,10,19,12,3,4,36,20,16,39,2.05,30.7,27.5,3.2,0.17,19,4,3,12,20,40,-20,15,0.79,20.5,35.7,-15.2,-0.8
Serie A,M,ITA,2018,Sassuolo,team,11,19,4,7,8,11,22,-11,19,1,23.4,21.2,2.2,0.12,19,7,3,9,18,37,-19,24,1.26,26,28.4,-2.4,-0.13
Serie A,M,ITA,2018,SPAL,team,17,19,5,8,6,22,29,-7,23,1.21,22.4,26.2,-3.8,-0.2,19,3,6,10,17,30,-13,15,0.79,15.3,33.5,-18.2,-0.96
Serie A,M,ITA,2018,Torino,team,9,19,8,6,5,29,18,11,30,1.58,26.9,24.5,2.3,0.12,19,5,9,5,25,28,-3,24,1.26,19.9,27.8,-7.9,-0.42
Serie A,M,ITA,2018,Udinese,team,14,19,6,2,11,24,30,-6,20,1.05,22.2,21.5,0.7,0.04,19,6,2,11,24,33,-9,20,1.05,21.5,29.4,-7.9,-0.42
